movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
508,11792,3.0,839943433,0,1993,Drama,"","",4185,3.83,0.87,474,17,357,527,597,23,1992,1.91,3.78,0.90,Drama,Thriller,Romance,Adventure,Action
520,4126,3.5,1309995583,1,1993,Comedy,"","",3147,3.04,1.05,16,442,293,288,858,17,1993,5.71,3.35,1.72,Crime,Drama,Thriller,Action,Comedy
527,12762,4.0,1135545236,1,1993,Drama,War,"",11017,4.30,0.83,515,282,342,58,151,6,1994,0.75,3.92,0.74,Drama,Romance,Comedy,Action,War
539,25545,3.0,837440149,0,1993,Comedy,Drama,Romance,6177,3.50,0.97,337,527,377,50,367,45,1993,1.50,3.24,0.43,Thriller,Drama,Crime,Comedy,Action
551,17455,3.0,975248230,0,1993,Animation,Children,Fantasy,4460,3.71,0.97,908,951,"","","",2,1949,13.44,4.50,0.71,Romance,Comedy,Action,Adventure,Mystery
552,20165,2.5,1281939725,0,1993,Action,Adventure,Comedy,2769,3.22,0.92,497,48,235,708,594,71,1988,14.55,3.60,0.91,Comedy,Drama,Romance,Thriller,Children
585,17455,3.0,975251600,0,1995,Comedy,"","",2087,2.63,1.13,231,934,597,380,514,100,1984,19.62,2.94,1.04,Comedy,Romance,Drama,Musical,Crime
585,21270,3.5,1071346137,1,1995,Comedy,"","",2087,2.63,1.13,252,466,"","","",6,1985,22.49,3.17,1.03,Comedy,Action,War,Romance,""
586,1439,4.0,1153934022,1,1990,Children,Comedy,"",6155,3.09,1.00,36,50,480,592,648,16,1986,16.57,3.59,1.21,Drama,Thriller,Crime,Mystery,Action
586,21346,4.0,1171200048,1,1990,Children,Comedy,"",6155,3.09,1.00,780,541,316,588,150,10,1991,6.40,4.55,0.64,Adventure,Action,Thriller,Sci-Fi,Animation
587,6845,4.0,1162482315,1,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,253,412,592,17,932,47,1978,20.45,3.57,1.04,Drama,Musical,Romance,Children,Animation
588,2516,3.0,845385711,0,1992,Adventure,Animation,Children,8980,3.67,0.92,349,150,590,380,"",6,1992,2.64,3.83,0.75,Adventure,Drama,Action,Thriller,Comedy
588,7348,3.5,1078354427,1,1992,Adventure,Animation,Children,8980,3.67,0.92,318,293,110,553,356,100,1991,11.18,2.83,0.77,Drama,Comedy,Children,Thriller,Animation
592,12080,4.0,983317837,1,1989,Action,Crime,Thriller,10028,3.40,0.84,364,25,357,778,293,78,1986,16.74,3.65,0.97,Drama,Thriller,Romance,Comedy,Action
593,19364,4.0,949704465,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,527,457,589,110,260,8,1981,19.54,4.12,0.83,Drama,Action,Sci-Fi,War,Crime
593,3503,4.0,1023810536,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,318,1,780,50,527,5,1994,1.14,4.60,0.55,Drama,Crime,Thriller,Adventure,War
596,935,3.0,1155828723,0,1940,Animation,Children,Fantasy,2765,3.53,0.99,953,370,10,308,741,71,1987,16.33,3.43,1.06,Comedy,Drama,Romance,Thriller,Action
608,17455,4.0,975255143,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,923,308,702,306,670,100,1990,13.37,2.27,1.00,Drama,Romance,Crime,Comedy,Musical
631,11378,5.0,849185118,1,1996,Adventure,Animation,Children,480,2.71,1.24,460,358,312,709,274,100,1992,8.37,4.34,0.70,Comedy,Drama,Romance,Children,Action
664,13414,2.0,859102026,0,1996,Comedy,"","",88,3.23,1.05,39,809,43,830,26,66,1995,2.45,2.58,0.96,Action,Adventure,Thriller,Drama,Comedy
673,12080,3.0,993613193,0,1996,Adventure,Animation,Children,2192,2.67,1.11,542,516,500,144,372,100,1992,9.13,3.51,0.98,Comedy,Drama,Romance,Thriller,Crime
673,12196,2.0,900933521,0,1996,Adventure,Animation,Children,2192,2.67,1.11,661,1,745,357,898,48,1980,19.68,3.19,1.02,Comedy,Romance,Drama,Sci-Fi,Adventure
780,12196,3.0,900932725,0,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,788,198,260,541,750,14,1986,12.16,3.07,1.21,Sci-Fi,Action,Comedy,Thriller,War
780,12695,3.0,1076403514,0,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,589,"","","","",5,1987,13.30,2.30,0.97,Action,Sci-Fi,"","",""
802,27070,3.0,952796565,0,1996,Drama,Romance,"",2710,3.46,0.97,509,58,912,162,904,58,1980,20.17,3.47,1.05,Drama,Crime,Romance,Thriller,Comedy
804,17455,2.0,975248447,0,1996,Comedy,Romance,"",508,3.08,0.96,110,589,908,951,"",13,1987,17.22,3.00,1.22,Action,Romance,Comedy,Adventure,Mystery
807,10581,3.0,836716846,0,1995,Comedy,Romance,"",47,3.01,1.13,645,199,521,373,334,100,1991,9.31,2.83,1.07,Drama,Thriller,Crime,Comedy,Romance
858,3010,3.0,1254892360,0,1972,Crime,Drama,"",8996,4.35,0.86,480,377,920,260,741,10,1986,17.49,3.75,0.49,Adventure,Action,Sci-Fi,Animation,Children
903,27070,5.0,952784607,1,1958,Drama,Mystery,Romance,3051,4.13,0.81,923,111,922,858,"",6,1967,18.67,4.00,0.89,Drama,Crime,Film-Noir,Romance,Thriller
906,3348,4.5,1077599199,1,1944,Drama,Thriller,"",474,4.03,0.79,910,926,260,991,265,19,1971,22.44,3.71,0.98,Drama,Romance,Comedy,Mystery,Thriller
907,17455,4.0,975250301,1,1934,Comedy,Musical,Romance,208,3.97,0.92,901,935,441,909,34,100,1983,19.08,2.83,1.08,Comedy,Romance,Mystery,Thriller,Drama
919,11728,2.5,1149697803,0,1939,Adventure,Children,Fantasy,5138,3.98,0.94,608,913,940,529,953,24,1977,24.28,3.02,1.30,Drama,Thriller,Crime,Romance,Comedy
92,12080,0.5,1077595725,0,1996,Drama,Horror,Thriller,512,2.78,1.03,786,165,333,932,933,22,1984,18.17,3.39,0.98,Thriller,Drama,Action,Mystery,Romance
926,27070,3.0,952784989,0,1950,Drama,"","",1076,4.21,0.83,608,527,920,750,903,11,1968,20.25,4.45,0.82,Drama,Crime,Romance,Thriller,War
928,1916,5.0,949613323,1,1940,Drama,Mystery,Romance,1000,4.10,0.80,969,224,912,111,"",7,1964,24.15,3.43,1.81,Drama,Romance,Comedy,Crime,Thriller
951,3348,5.0,1041473846,1,1940,Comedy,Romance,"",890,4.13,0.84,898,904,"","","",3,1962,28.02,4.00,1.00,Mystery,Thriller,Comedy,Drama,Romance
968,5974,2.0,951778645,0,1968,Horror,Sci-Fi,Thriller,1824,3.64,1.06,58,919,457,477,318,26,1989,12.58,3.27,1.28,Drama,Comedy,Romance,Thriller,Crime
1,18618,5.0,1052637498,1,1995,Adventure,Animation,Children,10759,3.91,0.89,595,594,968,858,"",5,1972,22.83,4.20,1.30,Drama,Animation,Children,Fantasy,Musical
1,20969,5.0,1108298439,1,1995,Adventure,Animation,Children,10759,3.91,0.89,260,223,94,356,553,24,1991,10.47,4.33,0.60,Drama,Action,Comedy,Thriller,Romance
1,24830,5.0,981015621,1,1995,Adventure,Animation,Children,10759,3.91,0.89,593,589,800,522,994,100,1989,14.81,3.55,1.06,Drama,Thriller,Action,Crime,Comedy
10,20182,3.0,843065151,0,1995,Action,Adventure,Thriller,6330,3.42,0.87,288,110,339,480,318,27,1993,1.65,3.70,0.82,Crime,Thriller,Action,Comedy,Drama
10,27878,4.0,966310981,1,1995,Action,Adventure,Thriller,6330,3.42,0.87,47,153,216,784,333,100,1994,1.36,3.03,0.78,Comedy,Crime,Thriller,Drama,Action
100,3933,3.0,863101078,0,1996,Drama,Thriller,"",905,3.21,0.83,661,637,52,805,653,24,1995,0.46,3.38,0.58,Thriller,Action,Adventure,Romance,Drama
107,4059,3.0,830191828,0,1996,Adventure,Children,Comedy,1402,3.20,1.05,140,289,195,207,351,61,1994,1.05,3.25,1.25,Drama,Comedy,Romance,Adventure,Action
123,10589,5.0,968904201,1,1994,Drama,Mystery,Romance,479,3.92,0.99,"","","","","",2,1983,16.26,2.50,0.71,"","","","",""
14,3933,3.0,864547981,0,1995,Drama,"","",1278,3.39,0.92,260,830,858,661,637,34,1994,5.12,3.35,0.65,Action,Adventure,Thriller,Drama,Romance
141,19530,5.0,845304261,1,1996,Comedy,"","",4859,3.52,0.96,509,474,432,350,32,62,1993,1.52,3.74,1.33,Thriller,Drama,Action,Comedy,Crime
144,4059,3.0,830269161,0,1995,Comedy,"","",1010,3.47,0.89,662,79,140,289,195,98,1994,1.16,3.06,1.08,Drama,Comedy,Romance,Adventure,Action
150,10700,3.0,847102096,0,1995,Adventure,Drama,IMAX,10324,3.86,0.86,"","","","","",2,1989,0.71,3.00,0.00,"","","","",""
150,17977,2.0,1167738367,0,1995,Adventure,Drama,IMAX,10324,3.86,0.86,741,32,36,288,6,30,1989,10.82,2.87,1.21,Crime,Thriller,Drama,Action,Sci-Fi
150,18761,4.0,891217376,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,"","","","","",4,1994,1.15,2.75,0.50,"","","","",""
16,19530,5.0,845304496,1,1995,Crime,Drama,"",3846,3.81,0.85,6,224,515,25,551,91,1993,1.42,3.78,1.29,Drama,Thriller,Action,Comedy,Crime
160,19530,4.0,845304191,1,1995,Action,Adventure,Mystery,3235,2.60,1.01,225,50,586,500,21,48,1993,1.66,3.77,1.29,Thriller,Drama,Action,Crime,Comedy
168,13938,3.0,834939204,0,1995,Action,Drama,Romance,2557,3.06,1.12,141,95,2,480,252,70,1993,2.50,3.66,0.80,Comedy,Adventure,Action,Drama,Thriller
17,15494,3.0,863851768,0,1995,Drama,Romance,"",4556,3.97,0.94,326,246,162,34,26,37,1994,4.82,2.76,1.06,Drama,Children,Documentary,Adventure,Animation
173,20182,3.0,843065424,0,1995,Action,Crime,Sci-Fi,3208,2.56,1.02,32,527,19,500,47,44,1993,1.72,3.61,0.92,Thriller,Action,Comedy,Crime,Drama
185,4272,4.0,1108086668,1,1995,Action,Crime,Thriller,5344,3.11,0.96,367,587,153,32,588,47,1993,3.55,4.10,0.74,Action,Thriller,Adventure,Comedy,Sci-Fi
2,28812,5.0,843444519,1,1995,Adventure,Children,Fantasy,4853,3.21,0.96,141,553,509,315,236,64,1993,1.52,4.42,0.64,Drama,Comedy,Thriller,Action,Romance
207,29575,2.0,1124642281,0,1995,Drama,Romance,"",1210,3.42,1.06,10,785,968,441,6,100,1988,15.38,3.19,0.46,Drama,Comedy,Thriller,Romance,Crime
21,5727,5.0,837055793,1,1995,Comedy,Crime,Thriller,5164,3.58,0.93,356,47,457,165,296,25,1993,1.66,3.16,0.80,Thriller,Comedy,Crime,Drama,Action
216,29575,2.5,1124642286,0,1995,Comedy,"","",1867,3.22,1.14,10,785,968,441,6,100,1988,15.34,3.17,0.47,Drama,Comedy,Romance,Thriller,Crime
224,424,2.5,1100059031,0,1995,Comedy,Drama,Romance,1882,3.46,0.93,293,7,802,587,597,53,1986,15.17,3.52,0.77,Drama,Romance,Thriller,Action,Comedy
230,13938,3.0,834939347,0,1995,Drama,Thriller,"",1614,3.61,0.87,22,539,551,237,246,100,1994,2.07,3.50,0.76,Drama,Comedy,Adventure,Action,Thriller
246,17977,3.5,1169163176,1,1994,Documentary,"","",2288,4.06,0.95,596,968,232,307,594,64,1979,20.96,2.80,1.09,Drama,Crime,Thriller,Comedy,Sci-Fi
246,29575,4.0,1124601487,1,1994,Documentary,"","",2288,4.06,0.95,32,223,778,300,916,40,1984,16.35,3.58,0.63,Drama,Comedy,Romance,Thriller,Crime
247,424,3.0,1100058720,0,1994,Crime,Drama,"",1650,3.85,0.90,916,902,933,866,915,42,1985,16.56,3.55,0.74,Action,Drama,Thriller,Romance,Comedy
25,586,3.5,1112173496,1,1995,Drama,Romance,"",4684,3.69,1.04,315,780,163,368,786,58,1993,4.77,3.34,0.87,Action,Thriller,Comedy,Crime,Adventure
253,24511,3.5,1082736206,1,1994,Drama,Horror,"",6010,3.50,0.94,329,231,47,364,316,51,1990,11.09,3.09,1.05,Drama,Adventure,Crime,Comedy,Action
256,24740,3.0,1010292537,0,1994,Comedy,Sci-Fi,"",2181,2.73,1.02,500,585,339,539,11,100,1988,16.63,3.27,1.02,Comedy,Drama,Romance,Children,Adventure
260,13404,5.0,945046966,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,858,111,912,680,306,20,1987,14.01,4.05,1.50,Drama,Thriller,Crime,Romance,Mystery
260,27888,4.0,941286822,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,880,185,329,210,383,52,1994,1.17,3.85,0.67,Action,Adventure,Thriller,Drama,Romance
265,29575,3.0,1124702394,0,1992,Drama,Fantasy,Romance,2622,3.89,0.98,912,17,231,260,151,100,1992,10.35,2.44,0.71,Romance,Drama,Thriller,Crime,Mystery
288,24830,5.0,1099183508,1,1994,Action,Crime,Thriller,5165,3.24,1.18,802,481,587,457,316,100,1991,11.07,3.29,0.99,Drama,Thriller,Romance,Comedy,Action
292,17071,3.0,857072770,0,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,593,527,110,588,349,34,1994,3.39,3.59,0.82,Adventure,Action,Thriller,Children,Drama
296,25370,4.0,1072120988,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,908,527,858,318,923,25,1976,23.84,3.98,0.86,Drama,Comedy,Romance,Crime,Adventure
296,29575,4.5,1124701047,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,47,933,10,785,968,100,1993,4.91,2.50,0.64,Thriller,Mystery,Horror,Sci-Fi,Comedy
296,5809,3.5,1166035641,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,594,551,750,"","",8,1983,21.50,3.00,0.89,Animation,Children,Fantasy,Musical,Comedy
300,3550,4.0,948401879,1,1994,Drama,"","",4445,3.68,0.82,150,475,296,293,515,57,1987,15.54,4.04,0.96,Romance,Drama,Comedy,Thriller,Crime
302,22687,1.0,1417224694,0,1994,Drama,Romance,"",361,3.69,1.01,215,665,213,48,616,11,1987,16.67,4.00,1.20,Drama,Animation,Children,Romance,Musical
315,586,3.5,1112173469,1,1994,Action,Drama,Thriller,2376,2.90,0.99,780,163,368,786,832,55,1993,4.90,3.38,0.87,Action,Thriller,Comedy,Crime,Adventure
316,12603,4.0,842797134,1,1994,Action,Adventure,Sci-Fi,6915,3.35,0.94,593,296,"","","",9,1993,2.35,2.67,1.50,Crime,Thriller,Comedy,Drama,Horror
318,18734,4.5,1062870084,1,1994,Crime,Drama,"",13826,4.45,0.72,953,150,110,356,1,14,1986,18.82,3.86,0.77,Drama,Action,Sci-Fi,Comedy,Adventure
32,6571,3.5,1080675985,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,527,589,318,260,356,22,1992,3.82,3.41,0.80,Drama,Action,Thriller,Adventure,Comedy
321,18761,2.0,891217975,0,1993,Drama,"","",199,3.65,0.96,58,82,497,214,224,39,1993,4.32,3.13,0.98,Drama,Romance,Comedy,Adventure,IMAX
329,27888,4.0,941286628,1,1994,Adventure,Drama,Sci-Fi,5727,3.33,0.97,210,383,553,258,590,49,1994,1.18,3.84,0.69,Action,Adventure,Thriller,Romance,Drama
329,3550,4.0,948403849,1,1994,Adventure,Drama,Sci-Fi,5727,3.33,0.97,60,733,349,590,260,77,1988,13.95,3.92,1.07,Romance,Drama,Comedy,Thriller,Action
329,586,3.5,1112707383,1,1994,Adventure,Drama,Sci-Fi,5727,3.33,0.97,924,520,288,253,955,77,1992,8.12,3.29,0.82,Action,Thriller,Comedy,Crime,Drama
329,6571,4.0,1080676022,1,1994,Adventure,Drama,Sci-Fi,5727,3.33,0.97,316,595,32,527,589,26,1992,3.61,3.42,0.74,Drama,Action,Thriller,Adventure,Sci-Fi
338,29575,2.0,1124703180,0,1995,Action,Sci-Fi,Thriller,984,2.99,0.95,898,307,969,913,"",100,1991,10.96,2.42,0.46,Comedy,Romance,Drama,Film-Noir,Mystery
342,13938,3.0,834939387,0,1994,Comedy,"","",2568,3.52,1.02,586,597,587,22,539,100,1993,2.17,3.49,0.73,Comedy,Drama,Romance,Thriller,Action
344,19530,5.0,845303902,1,1994,Comedy,"","",8273,2.98,1.11,165,153,150,592,296,7,1993,2.54,3.86,1.07,Crime,Thriller,Action,Comedy,Drama
345,29575,3.0,1124632462,0,1994,Comedy,Drama,"",2263,3.66,1.00,590,897,21,914,215,59,1981,19.52,3.54,0.57,Drama,Comedy,Romance,Thriller,Crime
36,16690,5.0,853764627,1,1995,Crime,Drama,"",4547,3.94,0.90,648,141,1,32,"",7,1995,0.49,3.57,0.98,Mystery,Thriller,Adventure,Comedy,Sci-Fi
364,29575,2.5,1124634221,0,1994,Adventure,Animation,Children,8464,3.78,0.93,968,441,6,349,14,71,1982,18.49,3.49,0.55,Drama,Comedy,Romance,Thriller,Crime
364,5727,3.0,837055793,0,1994,Adventure,Animation,Children,8464,3.78,0.93,356,47,457,165,296,23,1993,1.73,3.22,0.80,Thriller,Comedy,Crime,Drama,Action
371,19530,3.0,845304720,0,1994,Comedy,Drama,"",930,3.24,0.75,257,475,540,327,203,100,1994,1.17,3.77,1.25,Drama,Thriller,Action,Comedy,Crime
371,29575,1.5,1124703204,0,1994,Comedy,Drama,"",930,3.24,0.75,898,307,969,913,"",100,1991,10.97,2.42,0.46,Comedy,Romance,Drama,Film-Noir,Mystery
372,19530,3.0,845304909,0,1994,Comedy,Drama,Romance,1799,3.25,0.91,249,531,532,328,14,100,1994,1.18,3.67,1.19,Drama,Thriller,Action,Comedy,Crime
377,16690,4.0,853876956,1,1994,Action,Romance,Thriller,9053,3.49,0.94,296,485,349,517,457,94,1991,10.93,3.99,0.90,Drama,Comedy,Thriller,Children,Adventure
379,24740,4.0,1010287803,1,1994,Action,Sci-Fi,Thriller,1165,2.74,1.00,479,288,292,368,316,49,1991,11.11,3.55,1.26,Action,Thriller,Adventure,Crime,Sci-Fi
383,18799,5.0,962715759,1,1994,Western,"","",1089,3.20,0.91,553,1,780,356,110,15,1989,9.51,3.80,0.94,Action,Drama,Adventure,Sci-Fi,Comedy
420,24740,3.0,1010288066,0,1994,Action,Comedy,Crime,3164,2.74,0.98,438,688,533,20,379,60,1991,10.13,3.47,1.24,Action,Thriller,Adventure,Crime,Comedy
426,16690,4.0,853877147,1,1993,Horror,Sci-Fi,Thriller,741,3.10,0.94,288,10,434,208,21,100,1991,10.61,4.01,0.87,Drama,Comedy,Thriller,Action,Adventure
427,29575,2.0,1124675073,0,1993,Drama,Mystery,Romance,736,2.60,1.15,933,10,785,968,441,100,1993,4.91,2.51,0.64,Thriller,Action,Crime,Comedy,Horror
432,13059,5.0,831890413,1,1994,Adventure,Comedy,Western,2737,2.74,0.94,47,39,34,266,317,32,1993,1.49,4.16,0.72,Drama,Comedy,Thriller,Action,Crime
437,13938,3.0,834939690,0,1994,Comedy,"","",379,2.55,0.97,520,594,491,267,648,100,1993,6.61,3.21,0.69,Comedy,Drama,Romance,Thriller,Children
44,586,2.0,1167739950,0,1995,Action,Adventure,Fantasy,2293,2.64,1.10,333,441,593,23,799,100,1992,8.94,3.19,0.71,Thriller,Action,Comedy,Crime,Adventure
454,17071,3.0,857073082,0,1993,Drama,Thriller,"",5500,3.51,0.81,500,356,165,594,480,49,1993,8.67,3.65,0.83,Adventure,Action,Thriller,Drama,Children
457,17977,2.0,1167738206,0,1993,Thriller,"","",10736,3.97,0.78,32,36,288,6,47,28,1988,11.12,2.88,1.24,Crime,Thriller,Drama,Action,Sci-Fi
457,9545,3.5,1157805049,1,1993,Thriller,"","",10736,3.97,0.78,356,593,376,370,211,58,1984,19.64,3.12,0.97,Drama,Comedy,Romance,Thriller,Crime
480,26000,5.0,942284015,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,380,165,733,349,555,14,1994,0.99,3.36,0.74,Thriller,Action,Crime,Romance,Adventure
480,863,4.0,962458114,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,457,589,260,765,920,6,1978,21.34,4.00,0.63,Drama,Action,Sci-Fi,Romance,War
489,19530,2.0,845305104,0,1993,Comedy,"","",681,2.74,0.90,481,412,524,351,534,100,1994,0.92,3.77,1.14,Drama,Thriller,Comedy,Action,Romance
494,7720,4.0,860193669,1,1996,Action,Adventure,Thriller,2592,3.37,0.92,786,733,6,32,62,8,1995,0.52,4.38,0.74,Thriller,Action,Adventure,Mystery,Sci-Fi
497,21701,5.0,836432098,1,1993,Comedy,Romance,"",3047,3.88,0.91,551,597,440,10,231,14,1992,1.61,3.43,1.09,Comedy,Adventure,Romance,IMAX,Animation
497,24840,3.0,938785052,0,1993,Comedy,Romance,"",3047,3.88,0.91,17,608,593,296,232,12,1987,14.87,3.75,1.36,Drama,Thriller,Romance,Comedy,Crime
508,24830,4.0,981016373,1,1993,Drama,"","",4185,3.83,0.87,346,300,281,147,441,100,1991,11.08,3.83,1.08,Drama,Thriller,Crime,Comedy,Romance
527,10589,5.0,968904886,1,1993,Drama,War,"",11017,4.30,0.83,912,903,904,34,588,15,1976,23.17,3.87,0.99,Drama,Children,Mystery,Romance,Thriller
527,20182,4.0,843065372,1,1993,Drama,War,"",11017,4.30,0.83,19,500,47,589,377,38,1993,1.64,3.74,0.83,Thriller,Action,Comedy,Crime,Drama
527,28330,4.0,868044447,1,1993,Drama,War,"",11017,4.30,0.83,223,162,296,111,800,61,1994,4.53,3.20,0.51,Drama,Comedy,Crime,Thriller,Mystery
527,8267,5.0,856141086,1,1993,Drama,War,"",11017,4.30,0.83,83,626,828,837,640,23,1994,3.92,4.39,1.03,Action,Adventure,Thriller,Drama,Romance
534,3550,5.0,948400398,1,1993,Drama,Romance,"",1047,3.88,0.91,937,497,902,39,930,11,1974,22.78,4.18,1.08,Romance,Comedy,Drama,Musical,Film-Noir
539,19530,3.0,845304140,0,1993,Comedy,Drama,Romance,6177,3.50,0.97,50,586,500,21,47,43,1993,1.74,3.88,1.28,Thriller,Drama,Action,Crime,Comedy
541,17977,5.0,1167737701,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,111,858,260,593,318,18,1986,13.18,2.89,1.16,Drama,Crime,Thriller,Comedy,Romance
547,27878,1.0,966311149,0,1994,Action,Adventure,Thriller,187,2.79,0.98,10,47,153,216,784,100,1994,1.29,2.90,0.77,Comedy,Thriller,Action,Crime,Adventure
552,10855,3.0,842335536,0,1993,Action,Adventure,Comedy,2769,3.22,0.92,497,515,333,261,151,51,1993,1.69,3.76,0.76,Romance,Comedy,Drama,Action,Thriller
558,24511,1.0,1082736003,0,1994,Action,Adventure,Animation,325,2.69,1.02,661,1,953,858,924,15,1983,18.92,3.50,0.89,Adventure,Drama,Crime,Comedy,Animation
587,13419,3.0,1218045100,0,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,597,357,902,590,527,17,1992,8.19,3.91,0.91,Drama,Romance,Comedy,Crime,Thriller
587,3550,4.0,948400663,1,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,377,539,7,380,266,26,1981,19.38,4.31,0.84,Romance,Drama,Comedy,Thriller,War
589,863,4.0,962458068,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,260,765,920,"","",4,1971,23.71,3.75,0.50,Drama,Romance,War,Comedy,Action
590,18799,3.0,962715701,0,1990,Adventure,Drama,Western,9497,3.72,0.97,553,1,780,356,110,13,1990,8.33,4.00,0.82,Action,Drama,Adventure,Sci-Fi,Comedy
593,19680,3.0,1421866564,0,1991,Crime,Horror,Thriller,13692,4.18,0.85,778,"","","","",3,1994,1.53,2.33,1.53,Comedy,Crime,Drama,"",""
593,586,3.5,1149907135,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,23,799,923,778,541,100,1992,8.94,3.21,0.75,Action,Thriller,Comedy,Drama,Crime
594,17977,4.0,1167758557,1,1937,Animation,Children,Drama,3902,3.61,0.97,535,778,924,215,608,50,1982,18.55,2.79,1.16,Drama,Crime,Thriller,Comedy,Sci-Fi
596,17220,5.0,901564751,1,1940,Animation,Children,Fantasy,2765,3.53,0.99,491,421,237,594,986,100,1990,13.44,4.00,1.09,Drama,Thriller,Action,Adventure,Romance
613,28330,3.0,868044218,0,1996,Drama,Romance,"",554,3.57,0.98,800,41,778,858,58,50,1994,4.24,3.14,0.45,Drama,Comedy,Crime,Mystery,Thriller
62,17220,4.0,874774072,1,1995,Drama,"","",4221,3.70,1.00,36,1,650,783,733,10,1995,0.42,3.70,0.95,Drama,Crime,Thriller,Adventure,Animation
664,24830,2.5,1099178772,0,1996,Comedy,"","",88,3.23,1.05,283,46,32,553,905,100,1991,11.09,3.13,0.93,Drama,Comedy,Thriller,Action,Crime
673,27878,2.0,966310092,0,1996,Adventure,Animation,Children,2192,2.67,1.11,153,216,784,333,252,75,1994,1.40,3.21,0.74,Comedy,Crime,Drama,Thriller,Action
674,3550,3.0,948403703,0,1968,Adventure,Comedy,Sci-Fi,745,2.91,1.07,590,260,592,527,866,70,1988,14.29,3.99,1.06,Romance,Drama,Comedy,Thriller,Crime
678,28513,3.0,1100811912,0,1993,Drama,Thriller,"",620,4.10,0.86,296,16,553,104,235,11,1989,17.37,2.86,1.21,Comedy,Drama,Crime,Action,Western
69,3074,5.0,919092098,1,1995,Comedy,"","",917,3.56,1.03,45,235,551,671,441,20,1994,0.94,3.95,0.89,Comedy,Drama,Adventure,Animation,Children
720,586,4.0,1120101624,1,1996,Adventure,Animation,Comedy,1803,4.05,1.04,543,329,924,520,288,93,1992,7.42,3.21,0.78,Thriller,Action,Comedy,Drama,Adventure
724,19530,3.0,845305307,0,1996,Drama,Fantasy,Horror,1894,3.03,0.99,422,157,66,312,100,100,1994,0.95,3.78,1.10,Drama,Thriller,Action,Comedy,Romance
724,29575,2.5,1124702741,0,1996,Drama,Fantasy,Horror,1894,3.03,0.99,969,913,912,17,231,100,1990,13.12,2.59,0.59,Drama,Romance,Comedy,Adventure,Mystery
733,12603,3.0,842797287,0,1996,Action,Adventure,Thriller,6837,3.65,0.92,780,778,427,198,316,19,1994,2.11,3.05,1.51,Thriller,Crime,Drama,Action,Sci-Fi
733,424,4.0,1100057880,1,1996,Action,Adventure,Thriller,6837,3.65,0.92,316,780,110,377,112,18,1990,8.72,3.61,0.92,Drama,Action,Adventure,Comedy,Thriller
748,18799,3.0,962720252,0,1996,Action,Sci-Fi,Thriller,1158,3.10,0.95,616,150,111,953,912,66,1987,15.62,3.48,0.92,Action,Drama,Thriller,Adventure,Sci-Fi
784,29575,2.5,1124702398,0,1996,Comedy,Thriller,"",3116,2.70,1.05,912,17,231,260,151,100,1992,10.35,2.46,0.71,Romance,Drama,Thriller,Crime,Mystery
784,7720,2.0,860193700,0,1996,Comedy,Thriller,"",3116,2.70,1.05,104,260,494,786,733,12,1994,5.42,4.33,0.78,Action,Thriller,Adventure,Sci-Fi,Mystery
786,13938,4.0,836378863,1,1996,Action,Drama,Thriller,3445,3.15,0.99,788,65,784,484,61,100,1994,1.28,3.19,0.54,Comedy,Children,Adventure,Drama,Thriller
788,23841,2.5,1375777380,0,1996,Comedy,Fantasy,Romance,4208,2.87,1.08,778,475,527,345,364,59,1983,18.69,3.74,0.67,Drama,Comedy,Romance,Children,Thriller
830,14876,4.0,1247607257,1,1996,Comedy,"","",1484,3.05,1.07,367,595,1,110,356,9,1988,18.47,4.00,0.56,Comedy,Drama,Children,Fantasy,Romance
858,20969,5.0,1108300590,1,1972,Crime,Drama,"",8996,4.35,0.86,497,595,866,551,541,42,1992,8.16,4.45,0.54,Drama,Thriller,Comedy,Crime,Action
